Title,Property Type,Price,Location,Bedrooms,Bathrooms,Size,Amenities,Surroundings,Created At
4 Bed Villa with En Suite at Maasai Lodge Road,Villa,"KSh 20,500,000",Ongata Rongai,4 Bedrooms,5 Bathrooms,1/8 acre,"En Suite, Backup Generator, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community","Hospital, School, Shopping Centre",17 February 2026
4 Bed House with En Suite in Syokimau,House,"KSh 16,000,000",Syokimau,4 Bedrooms,4 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",17 February 2026
3 Bed House with En Suite in Mlolongo,House,"KSh 8,500,000",Mlolongo,3 Bedrooms,3 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",17 February 2026
4 Bed House with En Suite in Syokimau,House,"KSh 33,000,000",Syokimau,4 Bedrooms,4 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",17 February 2026
3 Bed House with En Suite in Athi River,House,"KSh 10,500,000",Athi River,3 Bedrooms,3 Bathrooms,1/8 acre,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",17 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 75,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Service Charge Included, Aircon, Alarm, Backup Generator, Fibre Internet, En Suite, Walk In Closet, Balcony, BBQ, Parking, Gym, Kids Play Area, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Borehole, Gated Community, Garden","Shopping Centre, Bus Stop, Scenic View, Hospital, School",17 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 81,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Aircon, Alarm, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, BBQ, Balcony, Parking, Gym, Kids Play Area, CCTV, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Hospital, Scenic View, School",17 February 2026
6 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 85,000,000",Lavington,6 Bedrooms,7 Bathrooms,341 sqm,"Aircon, Alarm, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Gym, Kids Play Area, Parking, CCTV, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Hospital, School, Scenic View",17 February 2026
5 Bed Villa with En Suite in Lavington,Villa,"KSh 80,000,000",Lavington,5 Bedrooms,6 Bathrooms,1 acre,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Parking, Gym, Kids Play Area, Balcony","Bus Stop, Shopping Centre, Hospital, Scenic View, School",03 February 2026
4 Bed House with En Suite in Kitengela,House,"KSh 9,500,000",Kitengela,4 Bedrooms,4 Bathrooms,205 sqm,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",17 February 2026
4 Bed House with En Suite in Kitengela,House,"KSh 17,000,000",Kitengela,4 Bedrooms,4 Bathrooms,259 sqm,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",17 February 2026
4 Bed House with En Suite in Kitengela,House,"KSh 12,000,000",Kitengela,4 Bedrooms,4 Bathrooms,240 sqm,"Alarm, En Suite, Backup Generator, Fibre Internet, Balcony, BBQ, Staff Quarters, Parking, Borehole, Garden","Shopping Centre, Bus Stop, Hospital, School",17 February 2026
4 Bed House with En Suite at Karen Nairobi,House,"KSh 105,000,000",Karen,4 Bedrooms,5 Bathrooms,550 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",17 February 2026
3 Bed House with En Suite in Kitengela,House,"KSh 5,500,000",Kitengela,3 Bedrooms,3 Bathrooms,135 sqm,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",17 February 2026
4 Bed House with En Suite in Kitengela,House,"KSh 35,000,000",Kitengela,4 Bedrooms,4 Bathrooms,416 sqm,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",17 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 55,000,000",Lavington,5 Bedrooms,5 Bathrooms,392 sqm,"Aircon, Alarm, Backup Generator, En Suite, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",17 February 2026
5 Bed House with En Suite in Kitengela,House,"KSh 16,000,000",Kitengela,5 Bedrooms,5 Bathrooms,259 sqm,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",17 February 2026
4 Bed House with En Suite in Kitengela,House,"KSh 21,000,000",Kitengela,4 Bedrooms,4 Bathrooms,342 sqm,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",17 February 2026
4 Bed House with En Suite in Kitengela,House,"KSh 20,000,000",Kitengela,4 Bedrooms,4 Bathrooms,342 sqm,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Shopping Centre, Bus Stop, Hospital, School",17 February 2026
1 Bed House at Tigoni,House,"KSh 18,000,000","Tigoni, Limuru",1 Bedrooms,N/A,260 sqm,Kids Play Area,"Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre",17 February 2026
5 Bed Villa with En Suite at Ruiru,Villa,"KSh 22,500,000",Ruiru,5 Bedrooms,7 Bathrooms,230 sqm,"Alarm, En Suite, Fibre Internet, Walk In Closet, Serviced, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Wheelchair Access, Gated Community","Bus Stop, Hospital, Scenic View, School, Shopping Centre",21 October 2025
5 Bed Villa with En Suite at Lavington,Villa,"KSh 45,000,000",Lavington,5 Bedrooms,6 Bathrooms,400 sqm,"Alarm, Walk In Closet, En Suite, Fibre Internet, Balcony, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Garden, Gated Community, Kids Play Area","Bus Stop, Shopping Centre, Hospital, Scenic View, School",20 November 2025
4 Bed Townhouse with Staff Quarters at Phase 2,Townhouse,"KSh 10,000,000",Buruburu,4 Bedrooms,2 Bathrooms,2976 sqm,"Parking, Staff Quarters","Bus Stop, Hospital, School, Shopping Centre",01 February 2024
1 Bed House at Tigoni,House,"KSh 18,000,000","Tigoni, Limuru",1 Bedrooms,N/A,260 sqm,Kids Play Area,"Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre",17 February 2026
5 Bed House with Swimming Pool in Karen,House,"KSh 150,000,000",Karen,5 Bedrooms,6 Bathrooms,45 acre,"Backup Generator, Swimming Pool, Gated Community, Garden",,06 February 2026
5 Bed Townhouse with Garden in Karen,Townhouse,"KSh 130,000,000",Karen,5 Bedrooms,6 Bathrooms,0.7 acre,"Backup Generator, Gated Community, Garden",,06 February 2026
4 Bed Townhouse with Garden in Lavington,Townhouse,"KSh 75,000,000",Lavington,4 Bedrooms,5 Bathrooms,N/A,"Gated Community, Garden",,11 February 2026
4 Bed Townhouse with Garden in Ruiru,Townhouse,"KSh 39,000,000",Ruiru,4 Bedrooms,5 Bathrooms,N/A,"Gated Community, Garden",,09 February 2026
4 Bed Townhouse with Swimming Pool in Garden Estate,Townhouse,"KSh 90,000,000","Garden Estate, Roysambu",4 Bedrooms,5 Bathrooms,N/A,"Swimming Pool, Gated Community, Garden",,11 February 2026
5 Bed Townhouse with Garden in Lavington,Townhouse,"KSh 98,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Gated Community, Garden, Parking",,11 February 2026
5 Bed House with Garden in Ruiru,House,"KSh 33,000,000",Ruiru,5 Bedrooms,6 Bathrooms,300 sqm,"Gated Community, Garden",,11 February 2026
5 Bed Townhouse with Garden in Lavington,Townhouse,"KSh 95,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Gated Community, Garden",,13 February 2026
4 Bed House with Staff Quarters in Runda,House,"KSh 98,000,000","Runda, Westlands",4 Bedrooms,5 Bathrooms,0.6 acre,"Garden, Staff Quarters",,17 February 2026
4 Bed House with Swimming Pool in Karen,House,"KSh 85,000,000",Karen,4 Bedrooms,5 Bathrooms,273 sqm,"Swimming Pool, Gated Community, Garden",,17 February 2026
4 Bed House with Garden in Kiambu Road,House,"KSh 73,000,000",Kiambu Road,4 Bedrooms,5 Bathrooms,273 sqm,"Gated Community, Garden",,17 February 2026
5 Bed House with Garden in Karen,House,"KSh 130,000,000",Karen,5 Bedrooms,4 Bathrooms,0.7 acre,"Gated Community, Garden",,17 February 2026
4 Bed Townhouse with Garden in Kiambu Road,Townhouse,"KSh 32,000,000",Kiambu Road,4 Bedrooms,4 Bathrooms,N/A,"Garden, Gated Community",,17 February 2026
4 Bed Townhouse with Swimming Pool in Runda,Townhouse,"KSh 42,000,000","Runda, Westlands",4 Bedrooms,4 Bathrooms,N/A,"Backup Generator, Swimming Pool, Gated Community, Garden",,17 February 2026
4 Bed House with Swimming Pool in Runda,House,"KSh 95,000,000","Runda, Westlands",4 Bedrooms,5 Bathrooms,N/A,"Backup Generator, Swimming Pool, Gated Community, Garden",,17 February 2026
4 Bed House with En Suite at Karen,House,"KSh 80,000,000",Karen,4 Bedrooms,5 Bathrooms,392 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Scenic View, Hospital, School, Sea View, Shopping Centre",17 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 75,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Alarm, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden, Staff Quarters","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",17 February 2026
5 Bed Townhouse with En Suite in Kileleshwa,Townhouse,"KSh 80,000,000",Kileleshwa,5 Bedrooms,6 Bathrooms,3940 sq ft,"Aircon, Alarm, Backup Generator, Fibre Internet, En Suite, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Staff Quarters, Parking, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",17 February 2026
5 Bed Villa with En Suite at Lavington,Villa,"KSh 220,000,000",Lavington,5 Bedrooms,5 Bathrooms,N/A,"En Suite, Fibre Internet, Walk In Closet, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",17 February 2026
6 Bed House with En Suite at Runda,House,"KSh 155,000,000","Runda, Westlands",6 Bedrooms,6 Bathrooms,518 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",17 February 2026
4 Bed Townhouse with En Suite at Kihumo Regen,Townhouse,"KSh 29,000,000","Waiyaki Way, Westlands",4 Bedrooms,5 Bathrooms,1/4 acre,"Alarm, Service Charge Included, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Kids Play Area, Wheelchair Access","Bus Stop, Scenic View, School, Hospital, Shopping Centre",17 February 2026
3 Bed Townhouse with En Suite at Gitanga Road,Townhouse,"KSh 22,000,000",Lavington,3 Bedrooms,2 Bathrooms,320 sqm,"Alarm, En Suite, Fibre Internet, Parking, Balcony, Electric Fence, Gated Community","Bus Stop, School, Shopping Centre",06 May 2024
3 Bed Villa with En Suite at Kilifi,Villa,"KSh 151,000,000",Kilifi,3 Bedrooms,4 Bathrooms,1.5 acre,"Aircon, Alarm, En Suite, Fibre Internet, Furnished, Serviced, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre",12 October 2024
3 Bed Villa with En Suite at Mtwapa,Villa,"KSh 38,500,000",Mtwapa,3 Bedrooms,4 Bathrooms,1100 sqm,"Aircon, Alarm, En Suite, Fibre Internet, Serviced, Walk In Closet, Balcony, Electric Fence, Borehole, Garden, Parking, Swimming Pool, Gated Community, Kids Play Area, BBQ, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",11 March 2024
4 Bed Townhouse with En Suite at Mlolongo,Townhouse,"KSh 31,000,000",Mlolongo,4 Bedrooms,4 Bathrooms,465 sqm,"Backup Generator, En Suite, Fibre Internet, Kids Play Area, Gym, Parking, Balcony, CCTV, Swimming Pool, Wheelchair Access, Gated Community, Borehole, Staff Quarters","Bus Stop, Hospital, Scenic View, School, Shopping Centre",17 February 2026
5 Bed House with En Suite at Kamangu,House,"KSh 24,000,000","Kikuyu Town, Kikuyu",5 Bedrooms,5 Bathrooms,300 sqm,"Backup Generator, En Suite, Serviced, Balcony, CCTV, Electric Fence, Garden, Gym, Staff Quarters, Parking, Swimming Pool, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, Shopping Centre",17 February 2026
4 Bed House with En Suite at Kamakis,House,"KSh 27,000,000","Kamakis, Ruiru",4 Bedrooms,4 Bathrooms,320 sqm,"En Suite, Fibre Internet, Serviced, Balcony, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",17 February 2026
6 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 85,000,000",Lavington,6 Bedrooms,7 Bathrooms,N/A,"Aircon, Service Charge Included, Alarm, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Gym, Kids Play Area, CCTV, Borehole, Wheelchair Access, Electric Fence, Garden, Gated Community","Shopping Centre, Bus Stop, Hospital, Scenic View, School",17 February 2026
5 Bed Villa with En Suite in Karen,Villa,"KSh 190,000,000",Karen,5 Bedrooms,6 Bathrooms,638 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Scenic View, Hospital, School, Shopping Centre",17 February 2026
3 Bed House with En Suite in Kitengela,House,"KSh 7,200,000",Kitengela,3 Bedrooms,3 Bathrooms,198 sqm,"Aircon, Service Charge Included, En Suite, Fibre Internet, Kids Play Area, Parking, Wheelchair Access, Gated Community, Garden, Borehole","Shopping Centre, Bus Stop, Hospital, School",17 February 2026
4 Bed House with Staff Quarters in South C,House,"KSh 20,500,000",South C,4 Bedrooms,2 Bathrooms,205 sqm,"Parking, Staff Quarters, Gated Community","Bus Stop, Golf Course, Hospital, School, Shopping Centre",17 February 2026
4 Bed House with Staff Quarters in Kamakis,House,"KSh 26,500,000","Kamakis, Ruiru",4 Bedrooms,4 Bathrooms,320 sqm,"Fibre Internet, Walk In Closet, Balcony, Electric Fence, Parking, Staff Quarters","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",13 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 135,000,000",Lavington,5 Bedrooms,6 Bathrooms,765 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",17 February 2026
4 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 168,000,000",Lavington,4 Bedrooms,5 Bathrooms,N/A,"Aircon, Backup Generator, Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Electric Fence, CCTV, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",17 February 2026
6 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 150,000,000",Lavington,6 Bedrooms,7 Bathrooms,765 sqm,"Aircon, Alarm, En Suite, Backup Generator, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",17 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 95,000,000",Lavington,5 Bedrooms,5 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",17 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 160,000,000",Lavington,5 Bedrooms,5 Bathrooms,630 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",17 February 2026
5 Bed Villa with En Suite in Lavington,Villa,"KSh 150,000,000",Lavington,5 Bedrooms,6 Bathrooms,1 acre,"Aircon, Alarm, Backup Generator, En Suite, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Kids Play Area, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",17 February 2026
6 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 86,000,000",Lavington,6 Bedrooms,7 Bathrooms,341 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",17 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 85,000,000",Lavington,5 Bedrooms,6 Bathrooms,341 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",17 February 2026
